,work_year,experience_level,employment_type,salary,salary_currency,salary_in_usd,company_size,best_indication
76,2022,1,2,170000,10,170000,1,1.0
77,2022,1,2,150000,10,150000,1,1.0
78,2022,2,2,180000,10,180000,1,1.0
79,2022,2,2,100000,10,100000,1,0.0
80,2022,1,2,97000,10,97000,1,0.0
81,2022,1,2,90000,10,90000,1,0.0
82,2022,1,2,200000,10,200000,1,1.0
83,2022,1,2,160000,10,160000,1,1.0
84,2022,1,2,210000,10,210000,1,1.0
85,2022,1,2,180000,10,180000,1,1.0
86,2022,1,2,260000,10,260000,1,1.0
87,2022,1,2,180000,10,180000,1,1.0
88,2022,4,2,210000,10,210000,1,1.0
89,2022,4,2,157000,10,157000,1,1.0
90,2022,3,2,180000,10,180000,1,1.0
91,2022,3,2,100000,10,100000,1,0.0
92,2022,2,2,80000,10,80000,1,0.0
93,2022,2,2,52500,10,52500,1,0.0
94,2022,1,2,128000,10,128000,1,0.0
95,2022,1,2,81500,10,81500,1,0.0
96,2022,1,2,105000,10,105000,1,0.0
97,2022,1,2,70000,10,70000,1,0.0
98,2022,1,2,175000,10,175000,1,1.0
99,2022,1,2,122500,10,122500,1,0.0
100,2022,1,2,171000,10,171000,1,1.0
101,2022,1,2,117000,10,117000,1,0.0
102,2022,1,2,202800,10,202800,2,1.0
103,2022,1,2,104300,10,104300,2,0.0
104,2022,1,2,48000,20,50537,1,1.0
105,2022,1,2,35000,20,36850,1,1.0
106,2022,1,2,197000,10,197000,1,1.0
107,2022,1,2,99000,10,99000,1,0.0
108,2022,1,2,160000,10,160000,1,1.0
109,2022,1,2,110000,10,110000,1,0.0
110,2022,1,2,185900,10,185900,1,1.0
111,2022,1,2,129300,10,129300,1,0.0
112,2021,1,2,5000,10,5000,2,0.0
113,2022,2,2,30000,10,30000,2,0.0
114,2022,2,2,78000,10,78000,1,0.0
115,2022,2,2,48000,10,48000,1,0.0
116,2022,1,2,170000,10,170000,1,1.0
117,2022,1,2,130000,10,130000,1,0.0
118,2022,1,2,150000,10,150000,1,1.0
119,2022,1,2,95000,10,95000,1,0.0
120,2022,2,2,78000,10,78000,1,0.0
121,2022,2,2,42000,10,42000,1,0.0
122,2022,1,2,345600,10,345600,1,1.0
123,2022,1,2,230400,10,230400,1,1.0
124,2022,1,2,145000,10,145000,1,0.0
125,2022,1,2,115000,10,115000,1,0.0
126,2022,2,2,78000,10,78000,1,0.0
127,2022,2,2,48000,10,48000,1,0.0
128,2022,1,2,175950,10,175950,1,1.0
129,2022,1,2,130050,10,130050,1,0.0
130,2022,1,2,205600,10,205600,2,1.0
131,2022,1,2,105700,10,105700,2,0.0
132,2022,1,2,236600,10,236600,1,1.0
133,2022,1,2,89200,10,89200,1,0.0
134,2022,2,2,84000,10,84000,1,0.0
135,2022,2,2,54000,10,54000,1,0.0
136,2022,3,2,80000,10,80000,2,0.0
137,2022,1,2,200000,10,200000,0,1.0
138,2022,3,2,96000,50,74286,2,0.0
139,2022,1,2,165000,10,165000,0,1.0
140,2022,3,2,27000,30,33440,2,0.0
141,2022,1,2,185900,10,185900,1,1.0
142,2022,1,2,129300,10,129300,1,0.0
143,2022,1,2,169000,10,169000,1,1.0
144,2022,1,2,110600,10,110600,1,0.0
145,2021,3,2,400000,40,5409,2,0.0
146,2021,2,2,100000,60,75050,2,0.0
147,2022,1,2,225000,10,225000,1,1.0
148,2022,1,2,184100,10,184100,1,1.0
149,2022,1,2,185900,10,185900,1,1.0
150,2022,1,2,129300,10,129300,1,0.0
151,2022,1,2,225000,10,225000,1,1.0
152,2022,1,2,156400,10,156400,1,1.0
153,2022,1,2,185900,10,185900,1,1.0
154,2022,1,2,129300,10,129300,1,0.0
155,2022,3,2,108000,10,108000,0,0.0
156,2022,1,2,8000,10,8000,2,0.0
157,2022,1,2,155000,10,155000,1,1.0
158,2022,1,2,38000,10,38000,1,0.0
159,2022,2,2,85000,10,85000,1,0.0
160,2022,2,2,65000,10,65000,1,0.0
161,2022,1,2,155000,10,155000,1,1.0
162,2022,1,2,38000,10,38000,1,0.0
163,2022,2,2,90000,30,111469,1,0.0
164,2022,2,2,75000,30,92891,1,0.0
165,2022,1,2,153600,10,153600,1,1.0
166,2022,1,2,106800,10,106800,1,0.0
167,2022,1,2,185000,10,185000,1,1.0
168,2022,1,2,50000,10,50000,1,0.0
169,2022,1,2,185900,10,185900,1,1.0
170,2022,1,2,129300,10,129300,1,0.0
171,2022,1,2,155000,10,155000,1,1.0
172,2022,1,2,38000,10,38000,1,0.0
173,2022,1,2,168000,10,168000,1,1.0
174,2022,1,2,130000,10,130000,1,0.0
175,2022,1,2,123400,10,123400,1,0.0
176,2022,1,2,88100,10,88100,1,0.0
177,2022,1,2,120000,10,120000,0,0.0
178,2022,1,2,55000,10,55000,0,0.0
179,2022,1,2,185900,10,185900,1,1.0
180,2022,1,2,129300,10,129300,1,0.0
181,2022,1,2,191200,10,191200,1,1.0
182,2022,1,2,130000,10,130000,1,0.0
183,2022,1,2,169000,10,169000,1,1.0
184,2022,1,2,110600,10,110600,1,0.0
185,2022,1,2,150000,10,150000,1,1.0
186,2022,1,2,120000,10,120000,1,0.0
187,2022,1,2,139000,10,139000,1,0.0
188,2022,1,2,122000,10,122000,1,0.0
189,2022,1,2,185900,10,185900,1,1.0
190,2022,1,2,129300,10,129300,1,0.0
191,2022,1,2,139600,10,139600,1,0.0
192,2022,1,2,85700,10,85700,1,0.0
193,2022,1,2,185000,10,185000,1,1.0
194,2022,1,2,50000,10,50000,1,0.0
195,2022,1,2,185900,10,185900,1,1.0
196,2022,1,2,129300,10,129300,1,0.0
197,2022,1,2,225000,10,225000,1,1.0
198,2022,1,2,156400,10,156400,1,1.0
199,2022,1,2,200000,10,200000,1,1.0
200,2022,1,2,175000,10,175000,1,1.0
201,2022,1,2,185900,10,185900,1,1.0
202,2022,1,2,129300,10,129300,1,0.0
203,2022,2,2,148500,10,148500,2,0.0
204,2022,2,2,98200,10,98200,2,0.0
205,2022,1,2,115000,10,115000,1,0.0
206,2022,1,2,95000,10,95000,1,0.0
207,2022,1,2,225000,10,225000,1,1.0
208,2022,1,2,66000,10,66000,1,0.0
209,2022,1,2,185000,10,185000,1,1.0
210,2022,1,2,50000,10,50000,1,0.0
211,2022,1,2,45000,20,47379,1,1.0
212,2022,1,2,36000,20,37903,1,1.0
213,2022,2,2,134000,10,134000,1,0.0
214,2022,2,2,98000,10,98000,1,0.0
215,2022,2,2,105000,10,105000,1,0.0
216,2022,2,2,62000,10,62000,1,0.0
217,2022,3,2,57000,10,57000,2,0.0
218,2022,1,2,210000,50,162502,1,0.0
219,2022,2,2,144200,10,144200,1,0.0
220,2022,2,2,115360,10,115360,1,0.0
221,2022,2,2,120000,60,83793,2,0.0
222,2022,1,2,3000000,40,38483,2,0.0
223,2022,1,2,70000,20,73701,1,1.0
224,2022,1,2,40000,20,42114,1,1.0
225,2022,1,2,170000,10,170000,1,1.0
226,2022,1,2,150000,10,150000,1,1.0
227,2022,1,2,180000,10,180000,1,1.0
228,2022,1,2,160000,10,160000,1,1.0
229,2022,2,2,108000,10,108000,2,0.0
230,2022,1,2,200000,10,200000,1,1.0
231,2022,1,2,150000,10,150000,1,1.0
232,2022,4,2,164000,50,126906,2,0.0
233,2022,1,2,188700,10,188700,1,1.0
234,2022,1,2,160395,10,160395,1,1.0
235,2022,1,2,115934,10,115934,1,0.0
236,2022,1,2,81666,10,81666,1,0.0
237,2022,1,2,300000,10,300000,1,1.0
238,2022,1,2,225000,10,225000,1,1.0
239,2022,1,2,198440,10,198440,1,1.0
240,2022,1,2,144000,10,144000,1,0.0
241,2022,1,2,191475,10,191475,1,1.0
242,2022,1,2,141525,10,141525,1,0.0
243,2022,1,2,48000,20,50537,1,1.0
244,2022,1,2,35000,20,36850,1,1.0
245,2022,2,2,72000,20,75806,0,1.0
246,2022,1,2,156868,10,156868,2,1.0
247,2022,1,2,200000,10,200000,0,1.0
248,2022,1,2,198440,10,198440,2,1.0
249,2022,1,2,144000,10,144000,2,0.0
250,2022,1,2,66000,20,69489,2,1.0
251,2022,2,2,120000,170,5132,1,0.0
252,2022,1,3,90000,10,90000,1,0.0
253,2022,2,2,120000,20,126344,0,1.0
254,2022,2,2,80000,20,84229,0,1.0
255,2022,1,2,200000,10,200000,1,1.0
256,2022,1,2,180000,10,180000,1,1.0
257,2022,2,2,108000,10,108000,1,0.0
258,2022,2,2,85000,10,85000,1,0.0
259,2022,1,2,210000,10,210000,1,1.0
260,2022,1,2,180000,10,180000,1,1.0
261,2022,1,2,165000,10,165000,1,1.0
262,2022,1,2,132000,10,132000,1,0.0
263,2022,1,2,130000,10,130000,1,0.0
264,2022,1,2,110000,10,110000,1,0.0
265,2022,2,2,65000,60,45388,2,0.0
266,2021,3,2,56000,60,42028,2,0.0
267,2022,2,2,135000,10,135000,2,0.0
268,2022,1,2,178800,10,178800,2,1.0
269,2022,1,2,132100,10,132100,2,0.0
270,2022,3,2,20000,10,20000,1,0.0
271,2022,1,2,140000,10,140000,1,0.0
272,2022,1,2,110000,10,110000,1,0.0
273,2022,1,2,160000,10,160000,1,1.0
274,2022,1,2,85000,10,85000,1,0.0
275,2022,1,2,250000,10,250000,1,1.0
276,2022,1,2,63000,10,63000,1,0.0
277,2022,4,2,187200,10,187200,1,1.0
278,2022,4,2,116100,10,116100,1,0.0
279,2022,2,2,10000,10,10000,1,0.0
280,2022,1,2,200000,10,200000,1,1.0
281,2022,1,2,145000,10,145000,1,0.0
282,2022,1,2,229998,10,229998,2,1.0
283,2022,1,2,154545,10,154545,2,1.0
284,2022,1,2,215000,10,215000,2,1.0
285,2022,1,2,159000,10,159000,2,1.0
286,2022,1,2,229998,10,229998,2,1.0
287,2022,1,2,154545,10,154545,2,1.0
288,2022,3,2,50000,10,50000,1,0.0
289,2022,1,2,183000,10,183000,2,1.0
290,2022,1,2,99750,10,99750,1,0.0
291,2022,1,2,68400,10,68400,1,0.0
292,2022,1,2,236900,10,236900,2,1.0
293,2022,1,2,159200,10,159200,2,1.0
294,2022,1,2,243225,10,243225,1,1.0
295,2022,1,2,179775,10,179775,1,1.0
296,2022,1,2,175000,10,175000,1,1.0
297,2022,1,2,150000,10,150000,1,1.0
298,2022,1,2,210000,10,210000,1,1.0
299,2022,1,2,180000,10,180000,1,1.0
300,2022,1,2,148000,10,148000,1,0.0
301,2022,1,2,128000,10,128000,1,0.0
302,2022,1,2,190000,10,190000,1,1.0
303,2022,1,2,135000,10,135000,1,0.0
304,2022,1,2,130000,10,130000,1,0.0
305,2022,1,2,110000,10,110000,1,0.0
306,2022,1,2,191475,10,191475,1,1.0
307,2022,1,2,141525,10,141525,1,0.0
308,2022,1,2,160000,10,160000,1,1.0
309,2022,1,2,85000,10,85000,1,0.0
310,2022,1,2,218000,10,218000,1,1.0
311,2022,1,2,145300,10,145300,1,0.0
312,2022,1,2,195400,10,195400,2,1.0
313,2022,1,2,131300,10,131300,2,0.0
314,2022,3,2,105000,10,105000,2,0.0
315,2022,1,2,191475,10,191475,1,1.0
316,2022,1,2,141525,10,141525,1,0.0
317,2022,1,2,207000,10,207000,1,1.0
318,2022,1,2,153000,10,153000,1,1.0
319,2022,1,2,191475,10,191475,1,1.0
320,2022,1,2,141525,10,141525,1,0.0
321,2022,1,2,110000,10,110000,1,0.0
322,2022,1,2,99000,10,99000,1,0.0
323,2022,1,2,191475,10,191475,1,1.0
324,2022,1,2,141525,10,141525,1,0.0
325,2022,1,2,191475,10,191475,1,1.0
326,2022,1,2,141525,10,141525,1,0.0
327,2022,1,2,191475,10,191475,1,1.0
328,2022,1,2,141525,10,141525,1,0.0
329,2022,1,2,200000,10,200000,1,1.0
330,2022,1,2,135000,10,135000,1,0.0
